id,name,album,release_date,popularity,groovy_factor,raw_energy
2ceSf31vu0bXkHTkidXcUB,Fool To Cry,Honk (Deluxe),2019-04-19,27,0.10368000000000001,0.04477567360000001
3xS9kCa3g4XXGatRVULzTz,Mannish Boy - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,27,0.21270400000000003,0.6396325173333334
7ch462Z5tNmLK4pbN2nIpT,Hot Stuff - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,27,0.393127,0.6100118259999999
1TZos9kygOjAaHw8398LZi,Crackin’ Up - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,27,0.54945,0.4903968708
7MBfVQ4f3qSGY7fTVX9HhM,Dance Little Sister - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,27,0.221743,0.6944132768
2VkaFsGhc45zsV6f5E8VGS,Always Suffering - Remastered,Bridges To Babylon (Remastered),1997-09-29,27,0.050393,0.08630135286666667
5ySFXncWYqD4970SaBPcWw,"Under My Thumb - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970-09-04,27,0.514359,0.36554327999999997
2VivGronbgpCv8BW4kq7mw,Lady Jane - Mono Version,Flowers,1967-06-26,27,0.098448,0.018549864375
0aA3w0aYq7PcQSXOTbMzXz,Carol - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970-09-04,27,0.555405,0.7738441424999999
3bqamFs488lwGdpf6TCYAr,Little Queenie - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970-09-04,27,0.487784,0.4787901972000001
2axzYgFG6ddJGv3hXmyTng,What A Shame - Mono Version,The Rolling Stones No. 2,1965-01-15,27,0.597715,0.06192381580000001
0PAIXbeVe6z8zlkuVHHiq5,You Can't Catch Me,The Rolling Stones No. 2,1965-01-15,27,0.54609,0.24999097679999996
0AhnC2WcLw6ZX1oXoD75gK,Pass The Wine (Sophia Loren),Exile On Main Street (Deluxe Version),1972-05-12,27,0.549562,0.18491914240000001
0ys2ipemBVADOGYcjE1N1H,Off The Hook - Mono Version,The Rolling Stones No. 2,1965-01-15,27,0.538902,0.08313742904999999
2hyGhUTLHq3M5xquWrkN8s,Can't You Hear Me Knocking - Live,Licked Live In NYC,2022-06-10,27,0.294334,0.8140402176
3tkVGexaW9cCNtaad37dGr,Let's Spend The Night Together - Live / Remastered 2009,Still Life,1982-06-01,27,0.194376,0.8808642061999999
0qr1oRKbG1EazVFjNGd1Li,Happy - Live,Licked Live In NYC,2022-06-10,27,0.160356,0.8422838966666666
3na0tUgyURnbyXe6qsO8S3,Honky Tonk Women - Live,Licked Live In NYC,2022-06-10,27,0.13714200000000001,0.8094661793333333
2WRV9CuTU1v3FM3GqlQFtL,Back Street Girl,Between The Buttons (UK Version),1967-01-20,27,0.218508,0.018399241666666667
7cSrZ9Uu1c4JImssIyqsvP,Sympathy For The Devil - Live,Havana Moon (Live),2016-11-11,27,0.338314,0.8054533118999999
3PNiuskxaIowPmVDAKr8mU,Wild Horses - Acoustic Version,Sticky Fingers (Super Deluxe),1971-04-23,27,0.06853,0.03448395530000001
3aZyQJSjtrzPXi670Dp7dN,Turd On The Run,Exile On Main Street (Deluxe Version),1972-05-12,27,0.383614,0.23822413450000005
0QtFb4SXJ8yOds90DBTDwM,Slave,Tattoo You,1981-08-24,27,0.48500600000000005,0.03225660998999999
12SAoNvmAJCCO59gLcTI2x,Let Me Down Slow - Remastered,A Bigger Bang (2009 Re-Mastered),2005-09-05,27,0.380259,0.44164523199999994
4t8XxInDLymlhI5K77dfUM,Angie,Honk (Deluxe),2019-04-19,27,0.172732,0.0534644019
0XFgoEfKXe4a2rXZHBP7re,Going To A Go-Go - Live / Remastered 2009,Still Life,1982-06-01,27,0.550088,0.7971863758833333
70ntdSs0g1wIP7xbpTWSds,Jumpin’ Jack Flash - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,27,0.14016,0.79379795625
7ABz5DJmakiEuws6HbSlNr,Roll Over Beethoven - Saturday Club / 1963,On Air (Deluxe),2017-12-01,27,0.6090390000000001,0.1924513235
30t7Yif8FyeCANkW2Beii3,Stop Breaking Down,Exile On Main Street (Deluxe Version),1972-05-12,27,0.47502000000000005,0.09216749025
5ZdXS959exBiOfSC25U4ek,Hoochie Coochie Man - Live,Live At The Checkerboard Lounge,2012-07-09,27,0.233994,0.471372729
06KxbhUQxW94BdHvjjvQzp,Band Introductions - Live,Licked Live In NYC,2022-06-10,27,0.0083054,0.7431279804
1Uo1CbXqtNJfz6JAcaWxPE,Congratulations - Mono Version,12 X 5,1964-10-17,27,0.26004000000000005,0.08880267843333334
4RoHJvJ7MXPVj9CL15dQph,"Good Times, Bad Times - Mono Version",12 X 5,1964-10-17,27,0.30747599999999997,0.046766372400000006
3obSrugIHUiznbg0NkEBJg,Around And Around - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,27,0.33891,0.6452033016000001
4tgX2GfMJTzRUOG1oHpUjz,Fingerprint File,It's Only Rock 'N' Roll,1974-10-18,27,0.550206,0.0992619023
0NqsjRk9672vuRxlmoXAGk,How Can I Stop - Remastered,Bridges To Babylon (Remastered),1997-09-29,27,0.09118200000000001,0.05124372716666667
3SlME8VLYeouyCAKPaTB41,Where The Boys Go - Remastered,Emotional Rescue (2009 Re-Mastered),1980-06-20,27,0.40229,0.7349949666000001
5Q55liErm3FTXzxjIpD2rP,Star Star - 2020,Goats Head Soup (Deluxe),2020-09-04,27,0.450225,0.12656167679999997
1a1wriPmoOqKF99AzB8exX,She's So Cold,Emotional Rescue,1980-06-20,27,0.64676,0.03690118203
0YdL0lrO1K6XAR6Q1SJ6SD,Baby Break It Down - Remastered,Voodoo Lounge (Remastered 2009),1994-07-11,27,0.318115,0.09367742160000002
4HIBR3sCOKkYvqKgPONM4A,Summer Romance - Remastered,Emotional Rescue (2009 Re-Mastered),1980-06-20,27,0.20708000000000001,0.26890509749999997
4pz9KMfqlxYnhrhvPxVW5T,Suck On The Jugular - Remastered,Voodoo Lounge (Remastered 2009),1994-07-11,27,0.346302,0.04201421802666667
2AeHOLJAweW35H4faobI5G,"Cool, Calm And Collected",Between The Buttons,1967-01-20,27,0.44702,0.13276518499999998
5ivIs5vwSj0RChOIvlY3On,You Can Make It If You Try,The Rolling Stones,1964-04-16,27,0.3724,0.07618408980000001
54picAS7IDUd5JA1XXSdxg,Gunface - Remastered,Bridges To Babylon (Remastered),1997-09-29,27,0.303438,0.048376235016666665
7yztBhnUEzIHxEHjwzQavj,Thief In The Night - Remastered,Bridges To Babylon (Remastered),1997-09-29,27,0.303996,0.18700409549999997
2Vw48kOz2le3Gi5UefiiQ5,You Don't Have To Mean It - Remastered,Bridges To Babylon (Remastered),1997-09-29,27,0.615383,0.040993050375000006
7tlbHVveasgXlT0HmHXm5Y,Highwire - Live / Remastered 2009,Flashpoint,1991-04-02,26,0.357578,0.04095439985
4qN6oZw2aRuOGn4Lq4QnxU,Tops - Remastered 2021,Tattoo You (Super Deluxe),2021-10-22,26,0.36138,0.08597627499999999
5YBVKx51h8YouVHkpDM3A3,Following The River,Exile On Main Street (Deluxe Version),1972-05-12,26,0.073,0.07347886080000002
0c1g0H2Kky6iBg2WkjGaOI,Dancing In The Light,Exile On Main Street (Deluxe Version),1972-05-12,26,0.3211,0.208606671
7nBGE6jMlrJDplAOPX5BhY,Down The Road Apiece,The Rolling Stones No. 2,1965-01-15,26,0.363132,0.04194880958
2Ha8g7bpI5Ii6bjFBw5Tjd,Pain In My Heart,The Rolling Stones No. 2,1965-01-15,26,0.35632400000000003,0.06611389155
3syrHRkRz9glCBU4VifVcA,Little Red Rooster - Live / Remastered 2009,Flashpoint,1991-04-02,26,0.10237500000000001,0.8432193900000001
6Dg5BV7USpCPgaL0EM6FW4,Almost Hear You Sigh,Steel Wheels,1989-08-29,26,0.55245,0.012154422000000002
2aN5Ar91xvFAEdpeDPr65b,You Got Me Rocking - Live,Licked Live In NYC,2022-06-10,26,0.064408,0.8627592651999999
183DVZGxd5Nw5ia0Tv8KOF,Sympathy For The Devil - Live,Licked Live In NYC,2022-06-10,26,0.13186499999999998,0.8561399707666665
0Vb7dqiZ89IQngeX52jLaO,Worried About You - Remastered 2021,Tattoo You (Super Deluxe),2021-10-22,26,0.162009,0.05463504200000001
0snzJKHdP7q7iEWAWVewc7,Living In The Heart Of Love,Tattoo You (Super Deluxe),2021-10-22,26,0.352343,0.071470014
4LeLdWsUXnHgCk7CN49SgL,One Eyed Woman - Live,Live At The Checkerboard Lounge,2012-07-09,26,0.222768,0.5762789993333333
4A4dDKVaoruaFbgUJIufXk,Soul Survivor,Exile On Main Street (Deluxe Version),1972-05-12,26,0.17692500000000003,0.24557456733333335
69q2Yk1JC0e05kask9mTZe,Luxury - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974-10-18,26,0.42921899999999996,0.5625724883333334
5rWMxk6HfjqBhE2yawpk0W,If You Really Want To Be My Friend - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974-10-18,26,0.15738,0.04062433786666667
6BlnVRJ20AW1strZmHH3NN,Salt Of The Earth - Live,Steel Wheels Live,2020-09-25,26,0.074168,0.8529912249999999
4srExQl2wIuj7VjNpxKALZ,Carol - Live,Get Yer Ya-Ya's Out! (Remastered),1970-09-04,26,0.5520660000000001,0.7705211968
6rTeThdzTgEGQqYT6tnSmv,Dead Flowers - 2009 Mix,Sticky Fingers (Super Deluxe),1971-04-23,26,0.5027400000000001,0.12416472120000001
734x5ht4Zj14BnGhynfXL4,Complicated,Between The Buttons,1967-01-20,26,0.515712,0.061868773333333335
7xw1s52gt0KJ4zHA6ccCTm,You Can’t Always Get What You Want - Live,Ladies & Gentlemen (Live),2017-06-16,26,0.061009,0.19072502673333333
4murLPPrqlHsEP13QT1yAt,This Place Is Empty - Remastered,A Bigger Bang (2009 Re-Mastered),2005-09-05,26,0.30191999999999997,0.11078823975
28Mvd3LoUjOfdxPRxXMGlV,Waiting On A Friend - Remastered,Tattoo You,1981-08-24,26,0.544509,0.28905262400000004
5F8UoJ7wiZ7IdjIr8p46rY,Tops,Tattoo You,1981-08-24,26,0.465267,0.0512314432
4eADFeuWdtyGqih4h98NVj,Heartbreaker - Instrumental,Goats Head Soup (Deluxe),2020-09-04,26,0.038114999999999996,0.10060082009999999
3RcQoZDJPRqYnxJ7Eho21N,You Don't Have To Go - Live,Live At The Checkerboard Lounge,2012-07-09,26,0.363095,0.41599788350000005
0wraBWkoBLp46K8AdQO9ah,Biggest Mistake - Remastered,A Bigger Bang (2009 Re-Mastered),2005-09-05,26,0.454341,0.18780945645
3Lmv7FA2jUR2PH8rqhwzaY,Troubles A’ Comin,Tattoo You (Super Deluxe),2021-10-22,26,0.29914799999999997,0.06770184781333334
5CMj0ulCvVnYm9S8vS8HSG,Little T&A,Tattoo You,1981-08-24,26,0.462444,0.27017067840000003
0t7ZUtJLGTx6WRJZajohxC,Brown Sugar - 2009 Remaster,Honk (Deluxe),2019-04-19,26,0.610845,0.0631767888
2s9SV3uTSdEf2Z3pSfou6d,I Just Want To See His Face,Exile On Main Street (Deluxe Version),1972-05-12,26,0.573558,0.08348621120000001
6jCCteoiDn9CRVsq4hOxm9,Hearts For Sale - Remastered,Steel Wheels (Remastered 2009),1989-08-29,26,0.355722,0.2974023427333333
3bcEhGUqkBcT3LhY7t7w4O,Blinded By Love - Remastered,Steel Wheels (Remastered 2009),1989-08-29,26,0.485511,0.08489226826666665
2TgVLVuBUBp8Dc6tER4mg4,Sway - 2009 Mix,Sticky Fingers (Deluxe),1971-04-23,26,0.17820000000000003,0.34425458999999997
2Ad6XtuJWYDQZXxoEQ0EWi,Slipping Away - Live / Remastered 2009,Stripped,1995-01-13,26,0.320866,0.043355685399999996
7kvSRp06ghqaJaJlRyi7HK,Love In Vain - Live / Remastered 2009,Stripped,1995-01-13,26,0.16224,0.05735362079999999
4gh4tTzfOgaZI13ksyESSR,Not Fade Away - Live / Remastered 2009,Stripped,1995-01-13,26,0.644385,0.2924925933333333
2IFSEoQQSmZBMoGuJ4UqCm,It's Only Rock 'N Roll (But I Like It) - Live,Havana Moon (Live),2016-11-11,26,0.28470399999999996,0.7527963402666666
36TXHtQ5NAe2cPGprUq9dR,You Can’t Always Get What You Want - Live,Havana Moon (Live),2016-11-11,26,0.076024,0.5946764859999999
5VJkazOH2I6uIQ3CsRV4i9,Ride On Baby,Flowers,1967-06-26,26,0.46915,0.134573076
7Im4IUlD1OBIvrzQLm1XXt,Angie - Live,Havana Moon (Live),2016-11-11,26,0.132606,0.45460080750000004
6j7yZyys6FJOcPhDyBZHmI,Star Star - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,26,0.192517,0.7507126293666667
2w2ZqPMmPAmtjQnEhTsNHP,Let's Spend The Night Together - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,26,0.26750999999999997,0.5606584666666666
5JCh3eM1P3sU0IZBGCDkHQ,Worried Life Blues - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,26,0.24561299999999997,0.44268430855
24OfH4wnFqG3axUKDXdA5b,Harlem Shuffle,Honk (Deluxe),2019-04-19,26,0.552786,0.15932362199999997
5rOfVqZo7WbDPn5zHYvqxL,Empty Heart,12 X 5,1964-10-17,26,0.48031199999999996,0.045136833
6nrRJBTr0qU66SGPxBkkpf,Brown Sugar - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,25,0.27586499999999997,0.8102368843333334
6QtxrobAYG2mMfM9LcW6Y4,Rip This Joint - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,25,0.317699,0.8431939232
1ZVk6O2dxWKDyQIKIB2eOa,Little Red Rooster - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,25,0.12555999999999998,0.3869766581333333
78WZnssOo9rS83np6YWmWS,Sing This All Together (See What Happens) - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967-12-08,25,0.098252,0.0841132188
0dd2UF1SKstYg7LB5RTnHF,Angie - Live,Totally Stripped - Amsterdam (Live),2016-06-03,25,0.116586,0.44690840319999997
70YcKr7MG9Cab04vabNQzb,On With The Show - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967-12-08,25,0.33303,0.27715497600000005
34Kgv4n8fsGyjylmg3jUx0,Gomper - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967-12-08,25,0.09828,0.071294328
74ovm5nxfvGW6C7nfV5ECn,Paint It Black - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004-11-01,25,0.059,0.9063557973999999
6OhWi7WLeb1DoCyYOwNLp6,Can't You Hear Me Knocking - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004-11-01,25,0.26568,0.8338966019999999
2L0zopswuxWQNIinFQR20n,Might As Well Get Juiced - Remastered,Bridges To Babylon (Remastered),1997-09-29,25,0.263855,0.15753040875000002
3Weg62FHtBqHbW9UU63DSm,If You Can't Rock Me,It's Only Rock 'N' Roll,1974-10-18,25,0.536796,0.109908268
4vGmdNInQ0n8oNIKn0HR0l,Honky Tonk Women - Live,Get Yer Ya-Ya's Out! (Remastered),1970-09-04,25,0.330424,0.49995001350000007
1PgQOywdZvwunO8l8FTbQS,Gimme Shelter - Live,Totally Stripped (Live),2016-06-03,25,0.09361,0.7783090896
5hfIoYEqpC05MM0a0NKRbj,She's A Rainbow - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967-12-08,25,0.24922199999999997,0.28711976695
5VqEIp9rGKFYiCRDKmkSbI,My Obsession,Between The Buttons,1967-01-20,25,0.395928,0.049708353573333336
5IRpllm7jTE2Car8yJpLSR,Gimme Shelter - Live,Bridges To Buenos Aires (Live),2019-11-08,25,0.119136,0.6782014008
6VVhdTGkSM7qvRshro3Bqv,Gimme Shelter - Live,Ladies & Gentlemen (Live),2017-06-16,25,0.172178,0.6393941263999999
1F01GEjgjcVZsqYZqOaR7A,Till The Next Goodbye,It's Only Rock 'N' Roll,1974-10-18,25,0.24843,0.041406640800000005
7j5teB6BOk5n7K0gOxBT5G,Dance Little Sister,It's Only Rock 'N' Roll,1974-10-18,25,0.47093999999999997,0.18299991
0pWFBRHbZuMTLhGLIkzIWO,Stray Cat Blues - Live,Get Yer Ya-Ya's Out! (Remastered),1970-09-04,25,0.175491,0.4519736199999999
0JmjIBgBKSpbdV3plW7YFJ,Love In Vain - Live,Get Yer Ya-Ya's Out! (Remastered),1970-09-04,25,0.093208,0.25899813225
5SAXn4DBU86CLSmxhpIYAH,Who's Been Sleeping Here?,Between The Buttons,1967-01-20,25,0.379359,0.06283399699999999
0CxcNZFoAULGLih1zDG1o2,Something Happened To Me Yesterday,Between The Buttons,1967-01-20,25,0.35897599999999996,0.18071565750000002
6nPdtCy29uNvDnFynt1AXL,Not Fade Away - Live,Totally Stripped (Live),2016-06-03,25,0.20520000000000002,0.7434766929
6RGzYkvUeDxTHPgvud1He8,I'm Not Signifying,Exile On Main Street (Deluxe Version),1972-05-12,25,0.22897499999999998,0.04939967151
1Y7a8V3ihh9zpmmiqJ3sue,Good Time Women,Exile On Main Street (Deluxe Version),1972-05-12,25,0.361298,0.2904475861333333
1Wkbdv5UDv3slS34WWJOAN,It's Only Rock 'N' Roll - Live,Licked Live In NYC,2022-06-10,25,0.164808,0.8739201968
2UJgauWI0IICuOvcgM23e6,Under The Boardwalk,The Rolling Stones No. 2,1965-01-15,25,0.42370499999999994,0.09079575050000001
0kAjEpT0AXtF2uKhQXo7Ea,I Can't Be Satisfied,The Rolling Stones No. 2,1965-01-15,25,0.43391899999999994,0.12266194620000001
72MWPhm7Wdf3Z2EmQNLxCt,Everybody Needs Somebody To Love,"The Rolling Stones, Now!",1965-02-13,25,0.3254639999999999,0.05797994672999999
4hH58AvAjRwnWQnC5IXhzR,No Use In Crying - Remastered 2021,Tattoo You (Super Deluxe),2021-10-22,25,0.239976,0.13209048615
7p0sTErcMXc1jJ2Ff4QlcT,Jumpin Jack Flash - Live,Licked Live In NYC,2022-06-10,25,0.036672,0.8668359978666665
2JMQKVRanp4auj0hGkw3GE,Brown Sugar - Live,Licked Live In NYC,2022-06-10,25,0.055760000000000004,0.8945704778
6AVKE5u8rlivyOOuEfS8MD,Emotional Rescue,Emotional Rescue,1980-06-20,25,0.59337,0.016655599499999996
1ju3wAEZDmrxlNS35CTZ9w,Hang Fire,Tattoo You,1981-08-24,25,0.44695699999999994,0.18223871120000004
3AimOHNaAgGglOr0FcqeFP,Dead Flowers - Alternate Version,Sticky Fingers (Deluxe),1971-04-23,25,0.334943,0.27402172245
0DVvriR7kwQ0oommPw6QO9,Bitch - 2009 Mix,Sticky Fingers (Super Deluxe),1971-04-23,25,0.637315,0.151019154
6efcLdcSYvjXJKYKiDdlyS,Sad Sad Sad - Live / Remastered 2009,Flashpoint,1991-04-02,25,0.1404,0.8323292741666666
5816DTCbYrkQpUNBoeupvT,Lady Jane - Mono Version,Aftermath (UK Version),1966-04-15,25,0.09886400000000001,0.01701871808
6HHfGbvGKx0ny7NMR1HIHL,Criss Cross,Goats Head Soup (Deluxe),2020-09-04,25,0.37074000000000007,0.049800823999999994
7mJffnVw9vwPj4bh42lN2l,100 Years Ago - Piano Demo,Goats Head Soup (Deluxe),2020-09-04,25,0.229356,0.05209995
54vUpRNkjPNkxs2iIG8Xc3,Mean Disposition - Remastered,Voodoo Lounge (Remastered 2009),1994-07-11,25,0.29713999999999996,0.16784438556666667
0uFBtCRA9ZkL9KmElxz6Lt,Love Is Strong,Honk (Deluxe),2019-04-19,25,0.262474,0.08638773320000001
5GBmfENGAlLXvuQDKtydaM,Star Star,Goats Head Soup,1973-08-31,25,0.5097119999999999,0.15121665
5Pk7w1nimgJlH5Rcd2nfNQ,Coming Down Again - 2020,Goats Head Soup (Deluxe),2020-09-04,25,0.185472,0.037633218
5xysTyNKpX7HnUykxNP0fb,Honky Tonk Women - Live,Havana Moon (Live),2016-11-11,25,0.248472,0.79071434
2cu1FrhmGzReVSaGNnTMaQ,Dead Flowers - Live,Ladies & Gentlemen (Live),2017-06-16,25,0.2565,0.349244616
2skiGld2KxenMUceC79a30,Loving Cup - Alternate Take,Exile On Main Street (Deluxe Version),1972-05-12,25,0.144704,0.24843999796666663
0EHtgDgLhb44gcRb41p1AK,So Divine (Aladdin Story),Exile On Main Street (Deluxe Version),1972-05-12,25,0.21332500000000001,0.38617678575
1lAlkGvyolKaqCEz6LRcPg,Brown Sugar - Live / Remastered 2009,Flashpoint,1991-04-02,25,0.24695599999999998,0.9098256374333332
0mdFZxSMdJorTw4SM4d7c5,Rock And A Hard Place - Live / Remastered 2009,Flashpoint,1991-04-02,25,0.24375600000000003,0.9179442297999999
5FMCBVnugUvShPqgxBFDpU,Worried About You - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,25,0.246237,0.4558295952
0WA0Hrs35rxlN0z8MeznUH,Blue Turns To Grey,December’s Children (And Everybody’s),1965-12-04,25,0.42761599999999994,0.09652216475000001
0uKCgpKGWpk5orWsKg7t6K,I'm Free - Mono Version,December’s Children (And Everybody’s),1965-12-04,25,0.36046999999999996,0.12800510800000003
2iMqzwJWjp3z6J3jCTVxzI,Black Limousine - Remastered 2021,Tattoo You (Super Deluxe),2021-10-22,25,0.39599999999999996,0.6396532935333334
2XSi3vyadAKVd4eTdyWvAJ,Baby Please Don't Go - Live / Instrumental,Live At The Checkerboard Lounge,2012-07-09,25,0.502392,0.22063688955
1T23vUhXAwRidpuk6IsnQP,Mannish Boy - Live,Live At The Checkerboard Lounge,2012-07-09,25,0.16896,0.36640313500000005
5wyqsCkNmkGYXzjjrmRiDQ,The Singer Not The Song - Mono Version,December’s Children (And Everybody’s),1965-12-04,25,0.6197779999999999,0.04539700277
1YBYpeIRgiajVpRhiaytNQ,Brown Sugar,Sticky Fingers (Super Deluxe),1971-04-23,24,0.33442500000000003,0.302750808
1RSdmgCsGAetb0nCY3PBWu,Faraway Eyes - Live,Totally Stripped (Live),2016-06-03,24,0.18820100000000003,0.6054963690666667
5Rim1P0I7PMI7Pn74Y9KaV,(I Can't Get No) Satisfaction - Live,Bridges To Buenos Aires (Live),2019-11-08,24,0.0269892,0.5305456968
2HnCLW9FtptCdIDItg5Nl1,All Sold Out,Between The Buttons,1967-01-20,24,0.5812799999999999,0.05631737205
6HDDf2PwvT2DdaiijgYYsc,Just My Imagination (Running Away With Me) - Remastered,Some Girls (Deluxe Version),1978-06-09,24,0.357984,0.27654456600000005
4aOy3Z4SaX3Mh1rJGh2HLz,Honky Tonk Women - Live / Remastered 2009,Love You Live (Remastered 2009),1977-09-23,24,0.31395,0.8318276456000001
56JUsLmYPjaBnMlhdUO3qi,Little Baby - Live / Remastered 2009,Stripped,1995-01-13,24,0.446859,0.1499035191
3niScmEbYGKZSIrLxRZRkW,Take It Or Leave It,Flowers,1967-06-26,24,0.48643800000000004,0.12188110499999999
5OdKIhgMxlgw2octxDSRow,Grown Up Wrong,12 X 5,1964-10-17,24,0.17640000000000003,0.12654642000000002
3qz6oTJgEfKvvd2CO74d8g,She Was Hot,Undercover,1983-11-07,24,0.3325,0.21746394986666664
1WlCBgVSr5dKErEvNjX5B7,Brown Sugar - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004-11-01,24,0.11369599999999999,0.7566459263999998
0NNBlpbiNYwy3552UWVK6Y,Gimme Shelter - Live,Bridges To Bremen (Live),2019-06-21,24,0.13243500000000002,0.659245095
1CqNBjoeHn8TzNKk5yOlN9,Sympathy For The Devil - Live,A Bigger Bang (Live),2021-07-09,24,0.22020299999999998,0.7792648217333333
18ES31oTBekwHMiWSWriWh,Live With Me - Live,Get Yer Ya-Ya's Out! (Remastered),1970-09-04,24,0.400283,0.4496507310666667
67c54GNA0Elypi2Sfm80lQ,Star Star - Live / Remastered 2009,Love You Live (Remastered 2009),1977-09-23,24,0.268796,0.9094724330999999
3ah8SdDswfKAL0upDzf7sO,Stray Cat Blues - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970-09-04,24,0.20370800000000003,0.45074280749999995
0ZpY0O8eE3HWy3i9of01gg,Little Queenie - Live,Get Yer Ya-Ya's Out! (Remastered),1970-09-04,24,0.47718,0.4738924410000001
4CThcSVRIzMSXxRCtMmaIG,Love In Vain - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970-09-04,24,0.08474,0.25807320938333334
0QCvIaQwKTRCZlKkbI242C,You Can't Always Get What You Want - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004-11-01,24,0.117094,0.8332867666666668
5RSni91jR9Fe3NFvZPr1iS,Anybody Seen My Baby? - Live,Bridges To Bremen (Live),2019-06-21,24,0.206778,0.5258102909999999
4JdHP05cgzjSqYEOxBFZvd,Short And Curlies - Remastered,It's Only Rock 'N' Roll (2009 Re-Mastered),1974-10-18,24,0.41484800000000005,0.4675021568
5XpbQXsog6NzuYocw2rsMP,Brown Sugar - Live,Ladies & Gentlemen (Live),2017-06-16,24,0.304896,0.411025304
6mL5Zm8S6yId9UxwwtOKLR,Let's Spend The Night Together - Live,Bridges To Buenos Aires (Live),2019-11-08,24,0.13976899999999998,0.8590670298666666
5Nbvv9lWprvXHr4teTaMuB,Back Of My Hand - Remastered,A Bigger Bang (2009 Re-Mastered),2005-09-05,24,0.2074,0.21852394300000003
5M11LViWIpdvTuNL2ojzjU,It Won't Take Long - Remastered,A Bigger Bang (2009 Re-Mastered),2005-09-05,24,0.273024,0.09850260285000001
4ptQUOrV44edQHfB7DRVuK,Sister Morphine - 2009 Mix,Sticky Fingers (Deluxe),1971-04-23,24,0.08611,0.08905560399999998
53vGEyQBnwogek7ZddmLEE,She Said Yeah - Remastered 2002,December’s Children (And Everybody’s),1965-12-04,24,0.32080000000000003,0.04274616203
7ERU6lZ3hubfsMNvZfmTn0,Worried About You,Tattoo You,1981-08-24,24,0.153555,0.029714678400000003
1kXhi1GzgxTHF5aQOdq07c,Rocks Off,Honk (Deluxe),2019-04-19,24,0.44804,0.14024173333333334
1VEGh373Jf1jaL5vlMrCIu,Dead Flowers - Live,Sticky Fingers Live At The Fonda Theatre,2017-09-29,24,0.276864,0.8256011353333332
5gM1Le3QowMPHa2JDKPXMv,Time Is On My Side - Live / Remastered 2009,Still Life,1982-06-01,24,0.13164499999999998,0.6653848046999999
5gcHczuOpwQHA3HdrLvRFb,Sweet Virginia - Live,Ladies & Gentlemen (Live),2017-06-16,24,0.229068,0.48675734800000003
144S2OoUubFZNcQwIjpi6C,Ruby Tuesday,Between The Buttons (US track listing),1967-01-20,24,0.271942,0.08113751360000002
69qKu7HJBpFMESIciFgVcg,Miss You - Live,Some Girls: Live In Texas '78,2011-11-21,24,0.38963,0.7991230065
3HA10vklRF61I5B1906K6d,Hide Your Love - 2020,Goats Head Soup (Deluxe),2020-09-04,24,0.41402700000000003,0.08574453580000001
1UTvxim9T0Wl1iddE0rWZV,Mixed Emotions,Honk (Deluxe),2019-04-19,24,0.40440299999999996,0.7335872692
3hG3eNz0dApLKJhMkWk8T9,No Use In Crying,Tattoo You,1981-08-24,24,0.244446,0.08299294965
6tm5HuYqyBqS6oqVcg6QzJ,Scarlet - The War On Drugs Remix,Goats Head Soup (Deluxe),2020-09-04,24,0.29839,0.0699756684
0t3FSBpEMhJCDWnARnNVnw,Silver Train - 2020,Goats Head Soup (Deluxe),2020-09-04,24,0.37527499999999997,0.49688577773333337
