id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2LwLG226pAi7QGqdqquK4T,0.453,0.325,0.906,0.00188,0.419,-3.433,0.118,83.009,0.402
4h385lRE0c4zR78GErkmT7,0.388,0.615,0.891,0.136,0.187,-9.251,0.0474,128.552,0.817
2A3sgyp07d7ksgjyBHYSUt,0.725,0.459,0.388,0.0224,0.141,-10.474,0.0398,94.636,0.592
3r7znjZZm0lz9wSuhKqdHb,0.0078,0.676,0.666,0.0393,0.0843,-8.952,0.0339,129.593,0.936
52A8QH0MF14J9gcJbN1tIt,0.0333,0.506,0.762,0.69,0.211,-9.059,0.0345,80.84,0.967
3MnDqaLZto9mE5GKbLaphc,0.133,0.45,0.842,0.0358,0.758,-7.254,0.0343,107.825,0.768
1agTQzOTUnGNggyckEqiDH,0.567,0.369,0.985,0.000107,0.895,-5.535,0.193,132.994,0.147
4XEtxrUZTYGL0beJxxNMLt,0.00859,0.471,0.891,0.0434,0.112,-9.463,0.0385,174.067,0.612
7CNYADpAKvQrgqlLCfahjt,0.265,0.468,0.828,0.0972,0.227,-5.887,0.0411,110.044,0.686
73PU7Mr8JSuiX0PTYTLQuP,0.128,0.336,0.642,0.237,0.17,-10.085,0.0422,182.064,0.538
1WLo0a2kvkcwTZ9x3r3MDt,0.0146,0.482,0.719,0.13,0.155,-8.794,0.0558,87.743,0.909
2QENt8VeHEO6ICUxs24OhE,0.365,0.484,0.976,1.7e-05,0.967,-2.907,0.0868,112.469,0.508
0PBjVaerAX48I6Qpa2iTmv,0.00317,0.41,0.891,9.95e-05,0.202,-3.125,0.0581,137.976,0.559
7BPKw4y2CX3waC8IQnQDXB,0.162,0.43,0.901,0.011,0.694,-6.215,0.045,112.077,0.89
6g9SQevPDTmGe5kFY3JrGc,0.0691,0.669,0.554,0.00143,0.439,-10.289,0.0385,126.146,0.776
5jD2NdsrXz2QIHGhW9bA34,0.707,0.435,0.392,0.00906,0.069,-6.501,0.0256,136.884,0.169
31cv3fhKrFy6UTrWIY5mSD,0.0357,0.539,0.802,0.526,0.303,-9.484,0.0561,177.9,0.94
0SbFvgWkzS01OELImAPHyI,0.163,0.515,0.994,0.62,0.99,-2.263,0.0843,132.773,0.794
0D5hODcjdnKjFmTdqfMGHa,0.0808,0.649,0.645,0.171,0.161,-8.184,0.0275,116.135,0.559
7piGJR8YndQBQWVXv6KtQw,0.4,0.303,0.969,0.0559,0.966,-5.098,0.093,130.533,0.206
7FmCuUt3Jw28qNvUa4acEz,0.0585,0.602,0.652,2.04e-05,0.317,-6.974,0.0281,101.083,0.685
6xaiZoj7zGFTD9VYfTwjww,0.687,0.432,0.389,0.0107,0.0788,-6.517,0.0255,139.506,0.158
2yDQ8m6Fhyxw7Bwi7l7ztt,0.824,0.527,0.752,0.757,0.229,-5.262,0.0298,109.572,0.745
0QkA9199IRH8RA9A5tnhfM,0.586,0.4,0.642,0.619,0.53,-9.39,0.0352,105.139,0.604
76v9ncy3YiQhe6oJPyR5YB,0.221,0.59,0.773,0.808,0.0763,-6.477,0.0393,149.196,0.777
74T1xZpCHhxasI1u8d7Zq2,0.349,0.41,0.94,0.762,0.635,-3.034,0.0417,147.623,0.804
5F5UNt3WBzmUJ3irvfAi8w,0.118,0.548,0.952,0.837,0.301,-2.958,0.0422,98.04,0.906
77JJtpB6aAxGI9jNTBVbWu,0.363,0.257,0.869,1.09e-05,0.45,-4.268,0.0389,201.97,0.731
7wvv3OLPrX0pENjcDDLLbS,0.867,0.458,0.427,0.915,0.11,-7.993,0.0247,71.514,0.36
2wprBQxhga2cJbLZT3TNSs,0.104,0.768,0.799,0.0768,0.155,-6.079,0.0831,94.268,0.731
0cCApinL6pNKz5HC4ptxSp,0.00589,0.426,0.956,0.00174,0.284,-4.151,0.102,154.886,0.664
0zVqTT6wC9xpYI9x6aQwv9,0.63,0.581,0.986,0.0607,0.987,-3.465,0.0991,110.282,0.345
779r8XGvQhfBrojXYAbTNb,0.307,0.733,0.487,0.172,0.0887,-13.462,0.0417,126.994,0.782
34OVMKNbZGdYT04LRMx5w9,0.328,0.552,0.894,0.938,0.515,-3.835,0.0292,131.71,0.968
3R1Vq1RS6mWNSD2oni6jNf,0.561,0.262,0.81,2.76e-06,0.972,-6.851,0.0969,77.52,0.394
3ixZ1NQk5sqvBZgWeIdiqr,0.275,0.34,0.956,0.125,0.741,-5.539,0.0915,101.628,0.125
46faF3vV3iLY6GfkZjnYG6,0.452,0.616,0.675,0.0,0.221,-8.178,0.0289,115.881,0.757
1RRXUq5Fhqcbtm02i5p68U,0.844,0.432,0.384,0.0471,0.102,-6.894,0.0279,94.38,0.168
5KjA0ATN6otF7YV09c3SBq,0.358,0.461,0.74,0.138,0.301,-4.961,0.0387,70.003,0.597
1ngG1sLe4vloTtxoP92eW4,0.248,0.28,0.84,0.228,0.366,-3.497,0.0728,199.771,0.476
615PQpgap2UZp7FCsiKGdK,0.0303,0.584,0.901,0.156,0.907,-6.107,0.0371,108.123,0.669
6j0ueLJBI9FQDpeDHj3enY,0.000119,0.388,0.928,0.00162,0.364,-4.504,0.0495,163.15,0.594
46kq7eoX26e9MdhDwDmcye,0.312,0.745,0.841,0.631,0.0325,-6.952,0.0329,123.535,0.961
7f1HoWerlIfVpwgsOu0Mib,0.174,0.611,0.559,0.0167,0.132,-5.833,0.0325,114.128,0.111
2EH595eXhTlOp8BlcOX5Y4,0.522,0.365,0.839,0.000469,0.292,-5.148,0.0691,81.772,0.575
167EqdT96epl3Lq3HaLjW2,0.00132,0.522,0.932,0.000219,0.362,-4.215,0.0324,125.554,0.951
3vJ4c4lcaQek9P2lduDi5P,0.565,0.59,0.743,0.151,0.301,-9.768,0.0365,128.987,0.926
0tjrkys3lafEmt5PIRyx0P,0.208,0.638,0.782,0.0607,0.274,-7.04,0.0515,104.716,0.854
7hgfj2oMmIoCyX9Gbb3Tti,0.214,0.389,0.909,0.00376,0.415,-3.705,0.0397,112.498,0.781
6dE1etqLwt5GUUBVQdIgBB,0.664,0.454,0.766,0.904,0.594,-3.862,0.0272,90.677,0.776
6rPmU6mXAwGVhnYgEU0kCg,0.0176,0.544,0.876,0.665,0.063,-4.33,0.0362,133.026,0.907
3JhfyWKIYR3opA4DpHxP1w,0.69,0.374,0.787,0.831,0.203,-7.054,0.0617,180.496,0.763
3oqyen98NJhARXAazkkpdH,0.408,0.545,0.757,0.045,0.16,-5.228,0.0396,152.217,0.714
1hVWTQ5CZermtPzIaLJOzd,0.0167,0.587,0.833,0.588,0.839,-7.333,0.069,112.586,0.748
1E7ApSN0hYXE1QHdx4ogxf,0.0478,0.735,0.494,0.0217,0.161,-5.93,0.039,97.538,0.467
22Bvku5X3odiXj2wbtgY4T,0.151,0.646,0.374,0.651,0.208,-10.706,0.103,87.593,0.475
6OBmwYpd1aZkF0yiXyk8tM,0.13,0.477,0.982,0.372,0.928,-3.343,0.0945,137.204,0.549
100ccVerC10XT80e9qKcNb,0.0971,0.421,0.674,1.05e-05,0.118,-3.404,0.0589,78.519,0.603
3gwX9fGKdFczJwJK2MtvbL,0.0325,0.443,0.884,0.679,0.978,-9.083,0.049,137.62,0.616
7hUlZfirjFpQwzoE5GFwyL,0.0314,0.487,0.966,0.0949,0.0914,-4.29,0.0577,151.781,0.721
0trapmPLLO4k2YQehFrO3v,0.0324,0.482,0.975,0.0199,0.31,-3.096,0.0977,108.974,0.47
7BgCnKx5sYKt380CLeBx5f,0.356,0.461,0.718,1.07e-05,0.182,-6.209,0.0408,110.22,0.387
0G2PKlNp1qW5ca0zsvTVHx,0.000294,0.331,0.912,0.367,0.127,-4.828,0.0453,150.397,0.582
7FADg5WNyvzaVtMhMpfW0X,0.0105,0.396,0.993,0.533,0.579,-3.815,0.0797,152.268,0.531
0t2qvfSBQ3Y08lzRRoVTdb,0.371,0.79,0.774,0.0,0.0669,-7.961,0.072,97.035,0.835
3gjKl0yWv2M1aPLu6FFm3a,0.303,0.59,0.905,0.00802,0.176,-3.631,0.0424,107.307,0.626
0TGmW5dvuocb0QUMPsj31R,0.317,0.413,0.971,0.000267,0.993,-5.509,0.0873,128.958,0.484
643LFQHx7UKat9u6UlwPBr,0.416,0.268,0.942,0.0408,0.959,-6.018,0.119,139.452,0.285
4FlItJzB5XHT6mSEzJeaG0,0.0453,0.457,0.872,0.0335,0.678,-4.21,0.0339,114.645,0.241
4qI7G7K9MNbekIXmCI3m18,0.6,0.618,0.678,0.723,0.501,-5.199,0.0316,133.453,0.79
0edUnMfNXLZ313pWjA5u8c,0.39,0.783,0.878,0.000778,0.0426,-3.864,0.0308,100.626,0.885
2DL6pZw0UBIMaPfdYbNWtd,0.243,0.631,0.455,6.51e-05,0.141,-9.942,0.0251,101.881,0.631
1tQU3PxFo4QF6F7G6kqPld,0.403,0.301,0.637,0.000333,0.345,-10.152,0.0394,100.082,0.321
2LX0UgtY8RsXCsuZx9HyEU,0.00928,0.564,0.961,0.0343,0.146,-4.358,0.0644,148.502,0.865
0GM2fpofwG7CZe6s9ttL42,0.229,0.616,0.398,0.0521,0.202,-11.664,0.0373,114.457,0.115
0oQky3U2to6v26crkUa5rf,0.262,0.433,0.705,0.362,0.98,-9.348,0.0769,134.7,0.484
7m8ho2ixAYs30dPdZ9i0BV,0.0119,0.293,0.712,0.902,0.348,-6.122,0.0908,186.898,0.249
6INfdnbwEOEDmNxm56p9O2,0.257,0.655,0.972,0.297,0.165,-3.502,0.0362,135.922,0.973
0RJplx8HMNZsBYmvjCsnO4,0.151,0.398,0.804,0.173,0.217,-5.255,0.0455,124.305,0.687
7D2f7zoIwRxeIhmeer8aWm,0.869,0.352,0.656,0.8,0.221,-5.721,0.0289,76.121,0.363
54EMrgM3V16raw6r1mAQbC,0.0643,0.667,0.574,2.52e-05,0.153,-7.793,0.0271,127.325,0.632
63I05wfNrImvTufyFjZweu,0.357,0.531,0.48,0.0,0.333,-10.536,0.0268,110.446,0.664
6Okqb0Krvl8XqFiLJsDOhG,0.142,0.48,0.481,0.000269,0.43,-5.823,0.0259,73.188,0.179
4s70Ypujb1QCvaaWzmoOEy,0.264,0.719,0.717,6.31e-05,0.162,-7.232,0.0329,107.448,0.606
5LPXMGOugWXduwFMglL4ra,0.0904,0.57,0.672,1.44e-06,0.269,-7.705,0.0345,136.883,0.614
6oK5X3MwR63x7n5K8gDHIB,0.197,0.64,0.443,0.0397,0.435,-10.652,0.031,118.71,0.582
0lJqBJWvI7k5l5eFLbbF8O,0.0975,0.473,0.923,0.00157,0.722,-6.204,0.0791,144.625,0.792
3zLSTP4RvQTni2RtA7cck0,0.119,0.327,0.919,0.00432,0.94,-5.885,0.0379,141.465,0.901
7CYbtT5BeRAVJnkJwgEBcu,0.13,0.558,0.898,0.306,0.0562,-4.314,0.0515,133.338,0.853
5rF5SyxEdhjMi0ijb1Luqi,0.0921,0.57,0.86,0.111,0.632,-2.903,0.0315,116.607,0.885
0fcw78KJ56avczitNUdmB2,0.0136,0.421,0.927,0.0797,0.264,-1.734,0.0345,151.096,0.922
0jeT8eiMtHs3NkgJP8tgTM,0.169,0.27,0.992,0.193,0.982,-3.098,0.215,148.846,0.284
48qISZnlpVboOBRAiaudbS,5.81e-05,0.426,0.824,0.716,0.946,-9.782,0.0502,118.944,0.612
1oRP1QanjB3pBehwJSm6JM,0.624,0.663,0.785,0.695,0.0779,-8.146,0.027,115.811,0.847
7p0BTJ45XillX6ikIMFGGv,0.114,0.295,0.938,2.11e-05,0.927,-3.148,0.0778,197.808,0.605
3jq222kFHktVQc6dbsDPRo,0.332,0.628,0.943,7.6e-06,0.332,-4.683,0.0426,122.198,0.826
0eumG7lbsUdmmIDr5VOSSC,0.0288,0.447,0.883,0.00554,0.726,-6.266,0.0371,117.604,0.556
4ORw1k0PzLvF4F8BybMLma,0.434,0.331,0.692,0.0143,0.889,-7.105,0.045,76.21,0.512
5L0g7jbPjo97KtsrYM3ep0,0.0654,0.477,0.899,0.0376,0.727,-6.189,0.0425,129.991,0.805
7nQvrUDwdrskdM1Qeqf438,0.107,0.245,0.965,0.0547,0.95,-5.153,0.0828,157.346,0.697
2eY1YOfHt1Ji17PdtSal7j,0.429,0.516,0.535,0.000124,0.13,-10.464,0.0256,98.574,0.665
6QswKScFURI1x3gZ9isXK7,0.0375,0.666,0.682,0.912,0.256,-7.789,0.0298,97.849,0.953
5NMRgeO81hNY5nEEY54XtK,0.401,0.31,0.944,0.0752,0.974,-5.074,0.128,119.782,0.188
0S5RlaEfxb54vlj1eSyKjF,0.723,0.577,0.815,0.000169,0.547,-9.603,0.0569,121.915,0.461
05Va2Xt5QZInHtqAzlm7R8,0.658,0.473,0.576,1.59e-05,0.0938,-6.872,0.0293,138.344,0.518
1cQsHFYDGWuNSK18fo6hcM,0.14,0.595,0.576,0.0,0.192,-8.103,0.029,139.885,0.238
3JATo1wuknvNy3SCdkza8w,0.411,0.38,0.717,5.28e-05,0.841,-6.265,0.0429,83.325,0.451
3hfBFgkAVYOozoe9eRJihE,0.335,0.62,0.384,0.00611,0.147,-9.128,0.0259,86.727,0.224
1YzxWhqHJBHJkf3U3dROQP,0.00317,0.356,0.962,0.000116,0.966,-5.618,0.109,114.33,0.471
6B8czH1kJLkcihMhFdr6Xp,0.733,0.322,0.69,0.554,0.61,-6.672,0.032,73.279,0.492
0vFv1Azdy8mpDmu6fLw2Fj,0.175,0.431,0.831,0.0,0.159,-10.805,0.062,78.891,0.791
3QKJss7717GxhLHzO040wc,0.0117,0.646,0.795,0.000627,0.395,-6.344,0.0532,118.891,0.773
4Cg8Nl5JjI4Df0AMbm18u7,0.65,0.498,0.728,0.000172,0.114,-7.387,0.0373,174.33,0.609
32hWC0QvDyf4kcxutOIGuj,0.219,0.633,0.934,0.00021,0.0592,-3.594,0.0344,128.606,0.963
2KfOzzKQuizDHnY5U8TsiT,0.33,0.54,0.862,1.7e-05,0.156,-4.599,0.0284,130.34,0.931
0INM0SfWqrD33nTDGA5Mts,0.00482,0.661,0.879,0.00723,0.303,-2.911,0.0778,125.967,0.659
4vUBoA4crmrgd97GH8j01B,0.374,0.53,0.691,0.111,0.29,-5.409,0.0307,117.046,0.581
4pODICyT0skWqpXC2FrJ9o,0.704,0.446,0.878,0.00153,0.99,-4.238,0.0469,107.843,0.435
1Q08gqD5IEckc6bjBH6ikG,0.427,0.395,0.647,0.0003,0.842,-7.352,0.0549,172.317,0.542
7BYShr1wJjGJ0lxQ9pDzKV,0.43,0.476,0.787,0.0193,0.953,-5.697,0.0533,118.915,0.501
5Sz0Bd59XlGZpUHa5uLBbT,0.665,0.631,0.499,0.0145,0.352,-11.745,0.0495,92.735,0.567
2hjGkFzdskqu5936maFslX,0.939,0.464,0.338,0.16,0.111,-11.7,0.0437,70.131,0.296
3Xf6K3mJRPBKvZzOC5mzv0,0.0906,0.338,0.303,0.00441,0.122,-12.023,0.128,191.321,0.223
6x7XTxs6pE1OuimqK7JJ7p,0.0149,0.341,0.974,0.633,0.345,-4.155,0.0848,131.156,0.321
40N7vAFHhwuS92Ce66mkpw,0.0389,0.412,0.79,0.532,0.737,-8.142,0.0499,114.056,0.802
6AmvtTTlYRNMEXHFdaJZa6,0.000278,0.293,0.938,0.159,0.968,-4.385,0.0625,137.09,0.397
7Jnhi80ih9NBQtWsX6M6Je,0.224,0.464,0.976,0.185,0.762,-3.993,0.065,128.024,0.696
4KoBKbnRh4BywqvY5VPkts,0.00137,0.609,0.585,0.876,0.0819,-13.173,0.0305,147.176,0.825
5At4b16uKSp3l3fJUgdee3,0.121,0.679,0.627,0.0704,0.0379,-5.297,0.0594,113.393,0.785
4HGGHqN2G0RowUQOHjKdcH,0.687,0.432,0.389,0.0107,0.0788,-6.517,0.0255,139.506,0.158
5sbfd5DYBkRxcTLIlzmGGa,0.00296,0.476,0.943,7.76e-06,0.146,-4.058,0.0511,116.263,0.607
3jnniBosxgk9BIeCOrKgoB,0.466,0.407,0.399,0.0098,0.0806,-12.781,0.0325,98.634,0.29
7euYUzZ3UgQlm7BM6sll65,0.0182,0.527,0.248,0.0,0.0986,-12.781,0.027,77.397,0.515
2iJgSdIk6Re4tphu6E3GJT,0.0776,0.316,0.969,0.421,0.921,-3.911,0.0757,129.598,0.252
08NNmCCUO07jBkvWnJCWia,0.259,0.433,0.704,0.346,0.98,-9.347,0.0774,134.759,0.487
4oNVLcilzcRNsFPr5T5ZAk,0.155,0.393,0.597,0.403,0.285,-6.395,0.0307,74.941,0.516
4yNnQgQlCEZDSn5eQoUMPZ,0.415,0.738,0.952,2.2e-05,0.116,-2.752,0.147,140.395,0.748
6zlcTvYvUXdGTpvOV3aCnu,0.0321,0.44,0.886,0.677,0.978,-9.092,0.0498,137.722,0.625
2OJJaxVXG8VLYk3yk0VdH4,0.208,0.63,0.876,0.142,0.107,-4.346,0.0309,106.044,0.944
5eKEGhFZ6kE2ZMryOCZbLz,0.0944,0.738,0.946,0.0744,0.21,-3.473,0.0723,121.74,0.788
3Dv8Lmpi2bWyOdyfwVjlTw,0.423,0.36,0.98,0.00219,0.98,-5.104,0.104,119.779,0.136
6S15wFSluDwivPVllx1chM,0.156,0.497,0.953,0.0429,0.667,-1.978,0.0328,135.453,0.801
7hQ3gIPprZp08ygVc279Qj,0.192,0.572,0.653,0.00121,0.477,-11.11,0.0672,157.356,0.912
6oM2I8fqyXxIRaZVJ7qPRg,0.5,0.256,0.979,0.309,0.969,-4.472,0.0906,142.464,0.24
4IvPCIOlMOAcGMMqhorHy2,0.0626,0.363,0.997,0.0916,0.511,-3.797,0.195,150.87,0.384
52TCAgRsrFAiBDNNf09eJI,0.523,0.56,0.9,0.733,0.22,-5.121,0.0352,106.11,0.89
2rtNvbGFyPcthRNxXw7wEO,0.00188,0.657,0.844,0.00548,0.0638,-6.597,0.0559,98.016,0.528
45aycSILYZTT5fc7u6nOQx,0.431,0.617,0.96,0.00109,0.138,-3.971,0.0518,128.396,0.786
03RJy09l9XuJZGmixPt7QQ,0.0127,0.44,0.971,0.339,0.371,-2.498,0.0448,136.086,0.735
4l7PeAgUbz5SGUMjIgZ0Ji,0.0273,0.607,0.925,0.0153,0.315,-5.484,0.0468,143.029,0.913
2tPYeRNVROwJpG7tOHXJTZ,0.39,0.519,0.973,0.978,0.784,-3.044,0.0562,140.221,0.822
1rXa5covpujMsZPzOadZRr,0.672,0.278,0.651,0.000425,0.893,-7.024,0.0553,95.853,0.334
0J569qfRzrvr6cxM716sSm,0.158,0.605,0.776,0.0191,0.33,-6.275,0.0282,116.92,0.904
2ceSf31vu0bXkHTkidXcUB,0.9,0.384,0.448,0.0561,0.114,-7.397,0.043,135.128,0.27
3xS9kCa3g4XXGatRVULzTz,0.28,0.272,0.76,0.00087,0.962,-7.508,0.0526,201.585,0.782
7ch462Z5tNmLK4pbN2nIpT,0.0372,0.497,0.914,0.181,0.753,-6.82,0.0487,110.005,0.791
1TZos9kygOjAaHw8398LZi,0.308,0.594,0.801,0.103,0.699,-7.448,0.0277,105.572,0.925
7MBfVQ4f3qSGY7fTVX9HhM,0.0647,0.311,0.912,0.0426,0.851,-6.316,0.103,154.192,0.713
2VkaFsGhc45zsV6f5E8VGS,0.197,0.313,0.506,2.44e-06,0.197,-8.054,0.0312,175.849,0.161
5ySFXncWYqD4970SaBPcWw,0.0133,0.603,0.855,0.0924,0.48,-6.558,0.0302,124.742,0.853
2VivGronbgpCv8BW4kq7mw,0.546,0.336,0.315,8.95e-05,0.0809,-16.325,0.0427,204.996,0.293
0aA3w0aYq7PcQSXOTbMzXz,0.244,0.607,0.897,0.593,0.99,-7.715,0.0383,138.05,0.915
3bqamFs488lwGdpf6TCYAr,0.149,0.506,0.812,0.793,0.666,-6.879,0.0389,124.917,0.964
2axzYgFG6ddJGv3hXmyTng,0.164,0.691,0.561,0.154,0.133,-10.204,0.0284,127.345,0.865
0PAIXbeVe6z8zlkuVHHiq5,0.0578,0.654,0.872,0.00619,0.354,-11.409,0.0471,104.24,0.835
0AhnC2WcLw6ZX1oXoD75gK,0.101,0.598,0.804,0.0783,0.256,-6.094,0.0703,125.439,0.919
0ys2ipemBVADOGYcjE1N1H,0.187,0.611,0.603,7.22e-06,0.169,-11.051,0.0295,76.58,0.882
2hyGhUTLHq3M5xquWrkN8s,0.435,0.401,0.921,0.0366,0.976,-5.664,0.0517,144.848,0.734
3tkVGexaW9cCNtaad37dGr,0.16,0.356,0.971,0.0055,0.957,-3.124,0.0792,155.067,0.546
0qr1oRKbG1EazVFjNGd1Li,0.473,0.322,0.947,0.163,0.955,-4.12,0.0602,136.149,0.498
3na0tUgyURnbyXe6qsO8S3,0.536,0.401,0.94,0.00183,0.937,-4.858,0.0928,112.304,0.342
2WRV9CuTU1v3FM3GqlQFtL,0.0193,0.417,0.25,0.0,0.0935,-12.772,0.0273,154.213,0.524
7cSrZ9Uu1c4JImssIyqsvP,0.405,0.614,0.929,0.109,0.954,-5.471,0.0446,107.978,0.551
3PNiuskxaIowPmVDAKr8mU,0.561,0.385,0.393,0.00138,0.101,-7.874,0.0258,147.665,0.178
3aZyQJSjtrzPXi670Dp7dN,0.65,0.517,0.781,0.977,0.341,-6.33,0.0405,119.364,0.742
0QtFb4SXJ8yOds90DBTDwM,0.163,0.562,0.814,0.482,0.0467,-9.087,0.0396,133.219,0.863
12SAoNvmAJCCO59gLcTI2x,0.0225,0.501,0.956,0.000213,0.49,-3.432,0.0571,140.469,0.759
4t8XxInDLymlhI5K77dfUM,0.687,0.434,0.546,0.000192,0.109,-6.099,0.0294,134.302,0.398
0XFgoEfKXe4a2rXZHBP7re,0.212,0.616,0.973,0.151,0.869,-3.431,0.0538,128.09,0.893
70ntdSs0g1wIP7xbpTWSds,0.007,0.219,0.915,0.652,0.975,-6.613,0.104,151.344,0.64
7ABz5DJmakiEuws6HbSlNr,0.198,0.657,0.73,1.38e-06,0.321,-10.723,0.0313,97.839,0.927
30t7Yif8FyeCANkW2Beii3,0.509,0.522,0.891,0.908,0.111,-4.085,0.0322,104.411,0.91
5ZdXS959exBiOfSC25U4ek,0.26,0.354,0.701,5.49e-05,0.753,-6.42,0.0524,181.562,0.661
06KxbhUQxW94BdHvjjvQzp,0.732,0.262,0.939,0.00952,0.936,-9.269,0.222,79.42,0.0317
1Uo1CbXqtNJfz6JAcaWxPE,0.16,0.394,0.562,0.0211,0.187,-9.301,0.0914,197.401,0.66
4RoHJvJ7MXPVj9CL15dQph,0.0791,0.438,0.517,0.00566,0.108,-9.746,0.0431,196.817,0.702
3obSrugIHUiznbg0NkEBJg,0.0645,0.429,0.869,0.00543,0.848,-7.467,0.042,97.223,0.79
4tgX2GfMJTzRUOG1oHpUjz,0.172,0.621,0.671,0.0742,0.181,-10.962,0.0477,104.669,0.886
0NqsjRk9672vuRxlmoXAGk,0.705,0.546,0.314,0.00689,0.199,-10.795,0.0262,139.413,0.167
3SlME8VLYeouyCAKPaTB41,0.266,0.49,0.993,0.583,0.786,-3.498,0.136,160.399,0.821
5Q55liErm3FTXzxjIpD2rP,0.121,0.575,0.949,0.453,0.144,-4.432,0.0542,142.253,0.783
1a1wriPmoOqKF99AzB8exX,0.362,0.76,0.711,0.0482,0.0614,-9.283,0.0473,139.47,0.851
0YdL0lrO1K6XAR6Q1SJ6SD,0.0859,0.427,0.756,2.97e-06,0.137,-5.732,0.0362,199.393,0.745
4HIBR3sCOKkYvqKgPONM4A,0.073,0.334,0.975,0.269,0.291,-3.134,0.188,170.035,0.62
4pz9KMfqlxYnhrhvPxVW5T,0.0974,0.477,0.896,0.0526,0.0521,-5.999,0.0644,102.591,0.726
2AeHOLJAweW35H4faobI5G,0.342,0.62,0.853,0.0391,0.175,-6.636,0.0527,107.969,0.721
5ivIs5vwSj0RChOIvlY3On,0.217,0.7,0.546,7.02e-05,0.166,-9.567,0.0622,102.634,0.532
54picAS7IDUd5JA1XXSdxg,0.000932,0.491,0.905,0.000253,0.0578,-4.511,0.0571,98.459,0.618
7yztBhnUEzIHxEHjwzQavj,0.282,0.517,0.565,0.000604,0.379,-7.602,0.0245,90.639,0.588
2Vw48kOz2le3Gi5UefiiQ5,0.275,0.683,0.681,0.0,0.0675,-6.493,0.0386,129.679,0.901
7tlbHVveasgXlT0HmHXm5Y,0.0177,0.442,0.942,0.00274,0.0455,-2.669,0.0472,126.884,0.809
4qN6oZw2aRuOGn4Lq4QnxU,0.0952,0.57,0.826,4.6e-05,0.11,-3.225,0.0457,80.247,0.634
5YBVKx51h8YouVHkpDM3A3,0.724,0.292,0.512,8.2e-05,0.159,-5.844,0.0275,141.411,0.25
0c1g0H2Kky6iBg2WkjGaOI,0.0274,0.38,0.945,2.18e-05,0.234,-3.398,0.0449,83.552,0.845
7nBGE6jMlrJDplAOPX5BhY,0.593,0.393,0.771,0.000125,0.0652,-9.931,0.0491,178.385,0.924
2Ha8g7bpI5Ii6bjFBw5Tjd,0.625,0.458,0.567,0.758,0.137,-8.933,0.038,178.312,0.778
3syrHRkRz9glCBU4VifVcA,0.221,0.273,0.936,0.112,0.977,-4.675,0.213,209.566,0.375
6Dg5BV7USpCPgaL0EM6FW4,0.491,0.725,0.56,0.00531,0.0261,-10.105,0.0245,102.548,0.762
2aN5Ar91xvFAEdpeDPr65b,0.32,0.388,0.974,0.0955,0.966,-4.982,0.0974,128.486,0.166
183DVZGxd5Nw5ia0Tv8KOF,0.424,0.447,0.979,2.17e-05,0.953,-4.942,0.114,109.191,0.295
0Vb7dqiZ89IQngeX52jLaO,0.0804,0.423,0.714,0.000517,0.082,-4.01,0.0318,84.351,0.383
0snzJKHdP7q7iEWAWVewc7,0.00869,0.463,0.925,0.0825,0.0791,-1.392,0.0962,132.485,0.761
4LeLdWsUXnHgCk7CN49SgL,0.119,0.364,0.707,0.00432,0.92,-6.841,0.085,171.557,0.612
4A4dDKVaoruaFbgUJIufXk,0.183,0.337,0.919,0.186,0.286,-3.94,0.0431,114.748,0.525
69q2Yk1JC0e05kask9mTZe,0.251,0.567,0.95,0.00502,0.643,-4.742,0.0428,129.222,0.757
5rWMxk6HfjqBhE2yawpk0W,0.531,0.43,0.652,0.000358,0.068,-5.023,0.0357,148.922,0.366
6BlnVRJ20AW1strZmHH3NN,0.406,0.254,0.95,0.00073,0.978,-4.915,0.116,92.903,0.292
4srExQl2wIuj7VjNpxKALZ,0.248,0.606,0.894,0.604,0.989,-7.712,0.0396,138.056,0.911
6rTeThdzTgEGQqYT6tnSmv,0.33,0.54,0.862,1.7e-05,0.156,-4.599,0.0284,130.34,0.931
734x5ht4Zj14BnGhynfXL4,0.146,0.632,0.677,0.000105,0.115,-12.32,0.0373,146.023,0.816
7xw1s52gt0KJ4zHA6ccCTm,0.052,0.361,0.677,2.59e-05,0.313,-5.996,0.0316,144.788,0.169
4murLPPrqlHsEP13QT1yAt,0.281,0.592,0.669,1.48e-06,0.185,-6.291,0.0264,90.209,0.51
28Mvd3LoUjOfdxPRxXMGlV,0.128,0.603,0.656,0.167,0.532,-10.305,0.0286,117.025,0.903
5F8UoJ7wiZ7IdjIr8p46rY,0.141,0.613,0.62,2.29e-05,0.0997,-10.272,0.0354,80.573,0.759
4eADFeuWdtyGqih4h98NVj,0.447,0.363,0.759,0.888,0.153,-8.022,0.0297,105.236,0.105
3RcQoZDJPRqYnxJ7Eho21N,0.218,0.505,0.683,0.0333,0.69,-7.037,0.0298,86.574,0.719
0wraBWkoBLp46K8AdQO9ah,0.197,0.563,0.861,0.0,0.231,-3.343,0.0325,113.98,0.807
3Lmv7FA2jUR2PH8rqhwzaY,0.0393,0.582,0.926,0.0604,0.0766,-2.732,0.0612,104.892,0.514
5CMj0ulCvVnYm9S8vS8HSG,0.266,0.534,0.801,0.62,0.398,-9.152,0.0271,136.241,0.866
