id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
2kRHYTalltRATgwWHarCM0,0.173,0.634,0.705,0.306,0.0862,-8.318,0.0272,116.172,0.825
6K5wqXTtrwRpaE1XhZGZRK,0.242,0.396,0.82,0.00439,0.704,-6.727,0.0362,161.9,0.767
2g5D6AJAgO9TWrSwbjJQ9t,0.0486,0.313,0.708,5.93e-05,0.652,-5.354,0.0333,170.123,0.688
5OTjZmoUjbiPN4org0pp9G,0.173,0.441,0.823,0.75,0.244,-5.4,0.053,108.276,0.689
5DliTYLHBZT85p21oEdVGD,0.014,0.659,0.928,0.000288,0.348,-3.308,0.0394,110.524,0.624
6RgTVBk7Q0KLeQDsdmjU6p,0.00885,0.506,0.98,0.00332,0.138,-2.494,0.145,117.003,0.556
1o34NeG7e8g3pw1WDCqqFv,0.232,0.61,0.946,0.013,0.372,-4.487,0.0884,117.339,0.82
4DtdJbELWynptNk52WSyt4,0.736,0.355,0.28,0.00733,0.168,-11.031,0.0293,113.315,0.38
01fNwidwuko3gFvAhHKrZ6,0.21,0.572,0.949,0.776,0.398,-4.83,0.0801,142.84,0.806
2BJtW9zpFrMXFsnKMhIvfo,0.519,0.338,0.724,0.0017,0.0537,-12.593,0.04,177.835,0.923
4nIw0s1WjQOIEjZ95HtTVG,0.0315,0.421,0.83,0.0234,0.0482,-7.818,0.0631,111.124,0.835
5BF1UHpSK96JdztJdZbHrr,0.594,0.664,0.786,0.633,0.1,-8.21,0.0269,115.791,0.856
7AsBINzb5kDcE7iVnytpzG,0.355,0.692,0.538,0.00269,0.446,-10.434,0.106,113.791,0.464
49Js7VXTW5zl07AdwltJ7Z,0.0301,0.683,0.633,0.782,0.109,-10.846,0.109,111.757,0.892
0KL4ApWajaaENX9bMIyfOW,0.107,0.336,0.894,0.554,0.956,-3.829,0.0485,144.237,0.668
1fFhfS6vWedtxaTA4xdHMX,0.00465,0.678,0.912,0.0365,0.0903,-5.776,0.0503,121.504,0.481
7EZyd1QpQA3D5x8KQG4xrq,0.0682,0.311,0.893,0.616,0.385,-5.124,0.0548,148.583,0.423
4vLXYLVxKICgxXUvNU1b2k,0.187,0.432,0.861,0.00371,0.296,-8.952,0.0568,166.389,0.821
3lrOPHTLMMZXU6JaSuTDzg,0.0567,0.564,0.671,0.0222,0.33,-11.141,0.0471,134.083,0.873
1WjPYZLu9LaDCS335Q9ypo,0.554,0.61,0.492,0.00582,0.238,-13.266,0.0436,124.179,0.834
4Ep17LQCnIm584YF94r86X,0.129,0.521,0.784,0.146,0.647,-8.591,0.0463,109.84,0.899
0kCKahasuRU5ujlL6vJ85V,0.0247,0.348,0.943,0.000173,0.997,-3.283,0.0745,117.936,0.724
6QQ0cZOEDbms1cm9yaP8xF,0.0693,0.666,0.55,0.574,0.142,-8.296,0.0326,112.947,0.699
3JP7pG7iUAphvCQqrVDHEJ,0.000808,0.349,0.936,0.00331,0.764,-9.109,0.126,145.821,0.45
1xELymSaqrPQjF1HUlCH84,0.18,0.429,0.919,4.07e-06,0.796,-4.904,0.182,116.807,0.31
5PsDynuzs0UMICL6PgUIpk,0.254,0.302,0.817,0.00273,0.975,-5.634,0.104,119.018,0.358
6VPUQdR0Ts7FaqPwCGx6nU,0.00523,0.367,0.872,1.31e-05,0.9,-5.331,0.0725,76.626,0.616
27wGhiwP01mXNsS0clLm0U,0.527,0.474,0.938,0.52,0.299,-2.643,0.0898,71.995,0.505
7GUtCo8nbTyuUYLta7OuBU,0.0878,0.441,0.54,0.00116,0.391,-7.423,0.051,121.754,0.566
62jL6V1YveIXffzo2BWpVK,0.526,0.648,0.77,0.0424,0.573,-7.201,0.0914,105.283,0.954
4CZF7KwvFmUUDkl4P9lfYn,0.00207,0.438,0.97,0.598,0.909,-4.286,0.0915,126.516,0.42
5oAcuuY504M7eDCln5Xq89,0.0969,0.609,0.902,0.00558,0.327,-4.282,0.0273,146.733,0.952
03dILakIqUVrgHwtrXlvHg,0.124,0.423,0.99,0.00309,0.984,-2.338,0.0717,115.938,0.642
5Vb5ZB7DU7ufAStDicDqUu,0.0345,0.609,0.973,0.00205,0.286,-4.549,0.114,109.889,0.781
22g5bgRhnyaQMDHFhI9x4a,0.0846,0.422,0.918,0.0149,0.379,-7.159,0.0453,193.076,0.78
743nh9ess93bZdwAqk7573,0.596,0.442,0.979,0.0137,0.82,-4.445,0.143,122.191,0.281
6H8SpmS8nCrOFHlLSHFz9I,0.123,0.274,0.982,0.0135,0.904,-4.032,0.157,129.367,0.154
2PP5MDkNMkXU6SqmDxwMxT,0.000114,0.384,0.908,0.00235,0.296,-5.242,0.0509,163.147,0.603
3alcnVj2ubCNEIYr9dftts,0.106,0.479,0.865,0.947,0.0542,-5.182,0.0483,113.555,0.801
2PAPn72RtmfU1nEwxTGZa2,0.0782,0.391,0.963,1.13e-06,0.964,-4.096,0.0907,121.483,0.309
6yhjbShB9sI5mDpXF5jU7R,0.123,0.363,0.953,0.00102,0.908,-4.687,0.143,125.673,0.2
051D5qOJnz0uPpEMjO2sp9,0.0815,0.347,0.98,0.0,0.974,-4.62,0.201,124.126,0.211
7d1Modg9hC8S1ybNkxJQDv,0.0169,0.337,0.916,0.00437,0.969,-4.93,0.056,139.64,0.654
02uosCE5o2nrozzl6EazOj,0.411,0.548,0.87,0.0,0.977,-7.14,0.0666,109.0,0.524
71mJwVhx6Zz92RDq0hpveY,0.339,0.428,0.952,0.0163,0.952,-6.505,0.0589,127.876,0.431
2gnFHgHFLTwFpQmtrfSp1c,0.0608,0.331,0.953,0.000535,0.958,-2.296,0.0717,136.351,0.58
3p0wic6U0pkfEZjTKUsoFC,0.0326,0.364,0.963,0.0136,0.964,-6.41,0.0524,117.981,0.682
6BUhNuoH1ej0JayR0ft5Pu,0.349,0.7,0.706,0.0,0.0779,-4.455,0.0384,108.974,0.915
7L0xDvYTotw9TuKSojIOul,0.0211,0.472,0.978,0.0,0.268,-2.529,0.0937,142.332,0.657
4VoRb7a2phJVdYxU8gx6uL,0.108,0.306,0.957,0.0994,0.9,-5.216,0.0984,143.646,0.263
7KI2O12YEhQEr88otKjn7l,0.724,0.439,0.422,0.203,0.152,-8.384,0.0312,70.283,0.564
56NeZo846at7xEqWeqhxr9,0.531,0.382,0.53,0.336,0.684,-6.432,0.0311,120.347,0.251
4LW8mXKRjfYLHZGyciaK9O,0.25,0.614,0.825,2.95e-05,0.0231,-5.253,0.0689,164.866,0.878
2wTrVqOiVvoDnASh1Hnr2i,0.000209,0.226,0.99,0.087,0.984,-5.149,0.121,154.706,0.555
0bHSB6Uaj961kvixSxpneN,0.0967,0.455,0.961,0.00236,0.978,-4.345,0.0777,149.063,0.804
4esw3O5K1LCsuBqQZiJkKh,0.0765,0.319,0.925,0.000558,0.932,-5.584,0.088,125.335,0.532
5AYV2hpOtbj7K77rcRZzK7,0.298,0.452,0.958,0.00203,0.479,-4.41,0.107,136.777,0.621
2lwiZP8AlV3sCRijmzTLiL,0.0581,0.435,0.978,0.0169,0.968,-4.532,0.114,122.82,0.337
044S3UBvLAn0m4Q3Bl9lLm,0.0314,0.353,0.955,0.0014,0.952,-3.751,0.0568,143.025,0.685
6lhANuhEtlfI8tbu7JK9zY,0.139,0.298,0.976,0.738,0.972,-4.159,0.089,136.449,0.379
1W5BzwkPzhgLlYRqUALLw5,0.359,0.512,0.93,0.00733,0.689,-3.117,0.0939,134.304,0.592
6hoFwMpvm8EFLuXQELcuZG,0.256,0.313,0.635,0.0019,0.85,-8.931,0.0442,92.33,0.515
1R0jUrfhlhe9PKKg0gqQ1j,0.00199,0.272,0.948,0.00404,0.92,-4.756,0.102,171.815,0.819
1Gf6gJySe8CbJyuwH0kRAM,0.00235,0.272,0.99,0.16,0.983,-5.202,0.173,160.735,0.429
3Lk7DDUJOg4Fc8nfWmwmPZ,0.0878,0.481,0.98,0.00235,0.952,-5.127,0.123,110.017,0.28
2yyr500321rJfATidasgGK,0.544,0.362,0.672,3.04e-06,0.886,-7.27,0.0844,166.52,0.663
7BwJL2GrnJ2JkJfGgfoCK4,0.226,0.441,0.616,0.911,0.129,-12.812,0.034,120.942,0.787
15WNg9K2szEBoaf2OcLNKg,0.0684,0.72,0.859,0.000773,0.553,-3.696,0.0378,113.065,0.898
2VJ1fpKzvstD1ZCEzlNCxw,0.0533,0.251,0.871,0.0835,0.59,-4.472,0.0579,167.464,0.562
3PIrPWzXTFXU2YzLdbw0pQ,0.0117,0.563,0.756,0.00889,0.215,-10.069,0.0314,128.123,0.751
3omdSLoDVN74I8mqOzHHDx,0.488,0.458,0.798,0.0214,0.488,-9.135,0.042,109.143,0.533
7n9tmiSww08OOeF8aKiwGV,0.714,0.551,0.817,0.0026,0.615,-9.237,0.0443,121.997,0.517
7nXDPAeRPzptcN7QGZBhOK,0.115,0.484,0.47,0.000228,0.41,-6.494,0.0251,74.254,0.178
2Yh41L8RRqtWd8uRYnmthh,0.666,0.386,0.735,0.000569,0.47,-4.601,0.0525,87.02,0.301
5Uvh1UB97VFtcmeiSH5p6i,0.0385,0.572,0.853,0.0466,0.775,-6.887,0.0452,123.71,0.698
4zqB6PfU6tBuUkHBZWMVK0,0.25,0.258,0.937,7.81e-05,0.964,-3.248,0.108,191.234,0.593
4wiGMs582GPsbqkvOH8Sso,0.266,0.828,0.29,0.0147,0.0598,-14.174,0.181,144.203,0.963
5kYu1yEtU3Qv5DUOKgvlr4,0.000541,0.311,0.972,0.00185,0.97,-5.126,0.0823,141.745,0.399
1RF8q5ZoCfawjaHXbT01Ln,0.179,0.409,0.977,0.0733,0.517,-4.599,0.226,142.349,0.494
26MGQq2uoqVgbXYTEIzsbT,0.237,0.377,0.982,0.807,0.989,-3.728,0.116,134.148,0.221
2xKcihqvKEgrQmpi1S6450,0.0342,0.234,0.972,0.0038,0.97,-4.372,0.0944,157.936,0.256
6149fevyO2eTIKQunFNEmq,0.0782,0.366,0.981,0.00269,0.853,-4.416,0.174,142.269,0.368
69sAT74H7DKRDmvh6S0uwE,0.221,0.59,0.773,0.808,0.0763,-6.477,0.0393,149.196,0.777
3eozqbjQ3b8ThqmjQFxGZ2,0.368,0.475,0.55,0.624,0.368,-10.302,0.0338,119.165,0.886
2w3cm2plprVfNPgjDxyjce,0.0727,0.342,0.99,8.61e-05,0.964,-2.457,0.158,142.616,0.193
4P9CeNqN0HrhS3FcPMUlG1,0.315,0.4,0.897,0.000418,0.588,-4.685,0.0582,115.635,0.758
4eCWyGsccThx7vuykVspby,0.325,0.258,0.988,0.89,0.969,-4.036,0.106,142.035,0.218
5f8yVeGjYypF7Ubh0goI6A,0.0028,0.485,0.932,1.1e-05,0.106,-4.8,0.0468,116.247,0.652
6gBfp6ERorveURX4ejp3Tb,0.0377,0.331,0.973,0.0118,0.967,-4.344,0.121,139.314,0.3
7fye7fxya9XBfmYAtlrqGM,0.0507,0.38,0.944,0.234,0.985,-4.43,0.0721,132.361,0.524
0xCgcDZnAiCD35gZkx1wsP,0.382,0.499,0.986,0.913,0.284,-1.871,0.0503,130.597,0.835
36FBDrtdAjv4c36xr8nLMQ,0.29,0.582,0.973,2.72e-06,0.893,-4.771,0.124,108.996,0.357
7F4pBnbkKg3tFXg0s5h5sZ,0.00887,0.247,0.903,4.25e-05,0.607,-4.885,0.0487,74.483,0.296
0Jg7COMv9TSQSGe9f1a6BL,0.246,0.458,0.945,0.00539,0.949,-3.074,0.0589,144.471,0.853
7x4bSVW8axiKwbsCecJk1i,0.108,0.409,0.96,0.00133,0.947,-3.806,0.138,109.091,0.359
2Y06eKH2iBJlEGbooetDtz,0.343,0.41,0.664,1.67e-05,0.851,-7.214,0.0853,184.347,0.448
2IzVXstrSs8uOxLoN3R6eg,0.0539,0.33,0.992,1.86e-06,0.941,-2.795,0.222,153.543,0.427
0E0nmD9lmHzOzyoEXSZhVL,0.235,0.678,0.937,0.189,0.986,-4.013,0.0411,109.268,0.688
4rxndT3yXxUiA3NpvPfdo9,0.437,0.445,0.959,0.0053,0.798,-3.272,0.0439,112.855,0.918
4LljYIdSbIfwG7gWp6qcjK,0.393,0.556,0.882,0.126,0.963,-6.754,0.0496,111.12,0.783
7EtMJSfdIsimgPEHTWg83U,0.000362,0.275,0.812,0.00647,0.974,-4.521,0.0352,147.951,0.428
1tgevSO1tG0mwuLqwxen19,0.458,0.382,0.959,0.964,0.955,-5.971,0.124,157.371,0.426
4LaBUmsgavkHCvigR6fJUY,0.21,0.394,0.945,0.074,0.984,-3.806,0.0689,128.491,0.499
2aSDLeZ2WTy5MGYONRMZ7R,0.102,0.39,0.937,0.000164,0.94,-4.608,0.0602,127.861,0.655
7eIMXcmayO7IICrjBR2Vvw,0.723,0.31,0.652,0.0415,0.644,-5.891,0.0303,74.503,0.159
0hCZmVN8loABPxKWsOgExO,0.173,0.189,0.875,0.0191,0.735,-3.521,0.0475,174.684,0.59
7rQ8zAzXocecMbklkSSIcH,0.0521,0.415,0.949,0.000855,0.7,-4.453,0.0624,127.167,0.719
5RNqwzPrR8wtMPAwFXbOhY,0.101,0.667,0.643,0.000433,0.0496,-8.153,0.0365,120.274,0.855
1HDi5etCODAdl7Y775KDIa,0.252,0.533,0.983,0.045,0.95,-3.487,0.0892,106.603,0.641
2AVTM1ZbxwlW1jN0q4PqkE,0.101,0.425,0.985,0.0316,0.974,-2.163,0.111,133.004,0.628
2RNCstqL9b5wQLm3C1p0jW,0.0619,0.242,0.995,0.0105,0.979,-1.961,0.133,166.209,0.392
0Hj0PctKK17aJ4CzaBuE4Z,0.00464,0.61,0.612,0.0592,0.167,-11.976,0.0435,133.006,0.636
5SHYrS8ppYgOKaZUXFnzap,0.678,0.646,0.831,2.71e-05,0.571,-11.085,0.0507,135.598,0.811
7b8Ewe9SJDsLnmeRbFA8Mu,0.0534,0.56,0.5,0.00872,0.242,-13.544,0.0443,114.032,0.772
1Il9vJbi6erMzewzmz1cie,0.239,0.393,0.913,0.00158,0.773,-3.203,0.0574,100.689,0.444
6m81AWwIChF9vKcw4co7WN,0.339,0.233,0.756,0.00804,0.778,-4.724,0.0558,167.564,0.292
5EpfCy2frXnGtAWB2hrzBa,0.118,0.534,0.511,1.82e-05,0.284,-10.658,0.0367,159.587,0.39
6ZdWqDL4XZcKayIARY01gb,0.156,0.602,0.912,0.716,0.351,-4.309,0.0596,114.406,0.726
75fihrEuGGxqiduKmnVMp3,0.163,0.418,0.985,0.0136,0.998,-2.902,0.16,161.333,0.502
1rTHO0kSwk7biktDGCLUJq,0.0473,0.371,0.797,0.071,0.349,-8.968,0.0544,181.455,0.756
2Hrmp49J8ia3b6yide974Z,0.223,0.548,0.882,0.00393,0.446,-7.928,0.0326,137.043,0.862
7gV0wgCg7awZ8Bwe99Ruc7,0.0666,0.669,0.572,0.578,0.156,-8.247,0.037,112.932,0.701
0x22gxg3PTaJt1s1CTMSWr,0.251,0.393,0.652,0.0469,0.329,-9.882,0.0365,187.237,0.645
4lDjQlDxGmSFrGQj4RYoil,0.231,0.758,0.358,0.0273,0.306,-13.116,0.0454,114.685,0.566
6HgSPgOSz5Gc9mlg5VV44E,0.0131,0.542,0.947,0.0706,0.48,-4.611,0.0453,139.708,0.641
2lh7sULxDO6J0jMAGC9iwO,0.0696,0.694,0.658,0.000303,0.0921,-11.029,0.118,99.001,0.416
4mcalqFylXtZpLl0hQPQ8y,0.0604,0.653,0.9,0.00564,0.354,-10.149,0.045,104.244,0.853
1lJbKjGY6BqP7P7Dg5fdUY,0.0623,0.565,0.951,0.657,0.273,-3.804,0.0393,97.337,0.737
3NUIzlRQkZXLReIPeBpLyV,0.00842,0.596,0.96,0.000115,0.1,-4.155,0.0493,129.066,0.836
1EmD2jf7qpZGVe7HGVhFbC,0.0603,0.49,0.67,2.91e-05,0.297,-5.286,0.0281,73.884,0.386
5CVpTEIGs7Vp28QTcnW7Nm,0.0779,0.429,0.974,0.00724,0.0808,-4.027,0.178,175.237,0.609
6asoECG1bujhCBItWqjYUR,0.37,0.416,0.977,0.0739,0.905,-5.239,0.219,144.845,0.387
22Xiw64sBLQjPu8hLsBGFc,0.232,0.656,0.973,0.19,0.137,-3.479,0.0367,135.903,0.974
6J5rLe0RZ700FDeFFNHMoK,0.715,0.765,0.438,0.0,0.0837,-11.582,0.0358,96.359,0.948
0vDUKfocDnb18mK1z70tkE,0.282,0.642,0.522,0.0988,0.113,-12.488,0.0284,127.213,0.902
45wYhiQOaa4tRt6xTGtEul,0.164,0.614,0.611,9.59e-06,0.164,-10.827,0.0299,76.549,0.876
2UCbDuiQ0rM74QAl0yvZIo,0.567,0.479,0.591,0.751,0.158,-8.902,0.0435,176.974,0.727
5hViuOELqYLRJ3UEdYAGEk,0.00948,0.343,0.974,0.00178,0.748,-3.69,0.0638,122.223,0.81
3I7QCOWVFe2wZ9Vw6xEfiI,0.105,0.246,0.913,0.000478,0.969,-5.153,0.0921,80.371,0.332
6ENz8cHpX4wfp4ODm9OfVI,0.0827,0.335,0.972,0.00372,0.931,-4.931,0.208,152.321,0.337
2LQNIT4WGRDyLT0WR2d4TM,0.742,0.57,0.786,0.00437,0.978,-8.894,0.0594,95.732,0.651
3hWRTADmmOGK9vQyqABl0R,0.232,0.351,0.636,0.00122,0.962,-5.228,0.0361,140.082,0.301
3MpwiisYis0ojWHfmw0whE,0.000825,0.273,0.974,0.223,0.904,-3.278,0.0672,137.997,0.456
3QJ5HpjabhvaXnBYcv1p9w,0.00646,0.188,0.871,0.779,0.301,-5.752,0.0573,169.661,0.535
22cSLu8jK5rsUH4QkMLZMJ,0.569,0.771,0.483,0.0873,0.683,-11.341,0.0429,110.622,0.502
4lmu4VGo4E0aXXhETO3Yme,0.0663,0.72,0.817,0.219,0.0608,-6.554,0.0405,131.006,0.966
57kJRtK3Lle1JoWDCtmkK0,0.143,0.567,0.688,4.72e-05,0.307,-11.893,0.0551,172.871,0.573
3dAaW8lo0SEpUMdrfmn0Rd,0.255,0.509,0.874,0.104,0.911,-6.823,0.0498,116.717,0.683
2GUGfCkxUubz7arI3nX54i,0.376,0.362,0.985,0.501,0.935,-6.276,0.163,162.353,0.289
5EARznSdXjRszJk5WTSFqx,0.194,0.382,0.972,0.959,0.67,-6.821,0.102,79.249,0.436
4dYsPUF7CbTr3dypXadEci,0.241,0.314,0.935,0.932,0.944,-6.393,0.0913,117.422,0.61
64dBhm4VRjXWTF0osNP5bt,0.0594,0.452,0.985,0.81,0.0674,-3.588,0.0532,152.156,0.903
40F24g26mC0a8VI7YaoHga,0.328,0.743,0.562,0.0532,0.278,-7.876,0.0422,122.217,0.684
36ZFepjyypylRRc7VxfcHj,0.125,0.589,0.567,0.0,0.216,-8.126,0.0292,139.852,0.25
4Tqat34Unr5KVstwn64MKS,0.343,0.41,0.739,0.000695,0.588,-6.758,0.0456,171.746,0.502
0QjbVrKFGQaBo4yAQ4EHzl,0.197,0.422,0.971,0.307,0.974,-4.523,0.0987,137.572,0.343
52mcW7YmsIAUGuoi8ih4Ju,0.0114,0.4,0.964,0.000308,0.969,-4.498,0.118,135.158,0.268
07vbQ6qfXeeeyYCsawOFMl,0.000665,0.348,0.973,0.000318,0.98,-4.957,0.101,140.667,0.344
1oJUJxj6dm4w9NyTeeszYn,0.0186,0.4,0.965,0.000147,0.819,-4.962,0.0493,108.806,0.212
4b9BvuSAs43QEG75K1yZai,0.414,0.353,0.995,0.754,0.876,-4.113,0.141,142.961,0.131
5qNF2uTdTb1Q3gO4ChnvC7,0.458,0.572,0.932,0.773,0.941,-5.955,0.0671,127.818,0.624
42lZNU10LGveGqm6VyJjcf,0.018,0.123,0.936,0.000203,0.971,-5.012,0.0753,204.066,0.449
5QhGM4Kc7jlT4p9b1Y6BDX,0.333,0.748,0.834,0.518,0.0582,-8.281,0.033,107.428,0.925
3XVHx7fhZ2WvQ7xcOsPu7n,0.489,0.313,0.722,8.48e-06,0.331,-9.193,0.0462,99.476,0.323
7IRsleLXMCbLu7CSwaBr7X,0.00405,0.412,0.869,6.9e-05,0.197,-4.179,0.0581,137.948,0.599
4PuVHiy3WdyQwF8ed6urvM,0.0597,0.416,0.908,6.66e-05,0.893,-4.29,0.0587,132.43,0.461
2hvhIvvLSDlVIxYsVdITkW,0.175,0.383,0.72,0.0595,0.845,-5.925,0.0303,80.884,0.581
1IyiQ4EaUwo7Q7mfDCib2i,0.0424,0.194,0.991,0.354,0.818,-3.344,0.118,185.925,0.666
32n8UlX6aTm9dqmSWTnebA,0.0606,0.344,0.966,9.58e-06,0.968,-4.091,0.0815,119.526,0.479
4EQNhDGHzDUbCKbqIWBmg7,0.0298,0.376,0.969,0.0122,0.967,-4.201,0.104,76.705,0.286
39tw8BHmcKSwh3ujO8OJGh,0.242,0.355,0.945,0.00401,0.969,-3.504,0.13,110.178,0.318
4VxSc7C1Ib1HW4ut7nv7v3,0.157,0.333,0.946,0.0174,0.969,-4.046,0.137,104.578,0.361
7pq0MugP8ZSFtNGCc4iPt5,0.403,0.617,0.868,0.000264,0.806,-7.578,0.0955,90.521,0.495
1oCKC9PO08c1d9GhRlRtxc,0.495,0.291,0.955,0.566,0.817,-5.177,0.192,144.032,0.255
624njB7Ny3mlA46QokEin9,0.24,0.594,0.762,1.52e-05,0.712,-5.145,0.0292,72.648,0.54
7vPc3SkHheOPlvs2jee78q,0.0759,0.489,0.919,0.000174,0.309,-4.325,0.035,111.848,0.826
4JSWmk4PAw4Tu6lyU2saBg,0.153,0.388,0.992,0.0161,0.948,-1.954,0.106,152.707,0.571
1RQsEwyzdRqX7FDb5ns4cF,0.177,0.654,0.919,0.00943,0.95,-5.671,0.0607,105.467,0.715
0emy2KUGnNZWIZx8DEfxDi,0.154,0.585,0.94,0.0065,0.325,-9.198,0.0407,88.43,0.969
7gsbOwZoDNVgZbkm8sRvxV,0.409,0.246,0.994,0.757,0.987,-3.41,0.228,154.699,0.317
7kTMLoKVsREwRD4npqdvxh,0.196,0.446,0.957,0.0,0.683,-5.113,0.244,140.87,0.397
5uCVY9qqHKJQyNOMEq6JJZ,0.102,0.42,0.979,0.0198,0.943,-4.133,0.116,123.541,0.462
0Baq94uZKy4pPvnc40xjPX,0.678,0.498,0.348,0.0241,0.133,-9.857,0.0305,63.103,0.246
1FtMtKnd8a9TLjikDFrlY3,0.063,0.506,0.705,1.67e-06,0.568,-9.418,0.086,121.994,0.469
5ZXieTY0WVllfPc6cbqlAh,0.384,0.595,0.955,0.0175,0.05,-2.304,0.117,132.653,0.714
3sDfhN47JPI1fIHlseGb8q,0.597,0.38,0.499,0.114,0.183,-11.393,0.036,74.544,0.594
2EAHchNVmNzKVnrUItEUgQ,0.0041,0.208,0.981,1.76e-05,0.939,-4.233,0.207,166.042,0.126
3E01nTGWhnvCnKTLUhxt8M,0.248,0.512,0.835,1.88e-05,0.663,-5.757,0.135,139.738,0.757
3lCT9uo4kbt3SANCie6axE,0.0271,0.247,0.979,0.693,0.985,-5.309,0.101,162.637,0.597
0Pg43FO5jiHiY7iNahhhER,0.522,0.661,0.938,0.104,0.0497,-4.393,0.0343,105.758,0.964
33PXyHrkIHxp6PBVPlQGx7,0.123,0.452,0.99,0.884,0.0677,-2.823,0.0524,152.111,0.875
1ZXooCQZmsFB8KPkbfL7ea,0.00769,0.384,0.98,0.0751,0.853,-5.591,0.0897,119.366,0.555
1rmhUtVsgGNv3Kar4knFiq,0.0194,0.324,0.971,0.000269,0.957,-4.769,0.116,128.288,0.31
0YosGlYPvTdZmUzMKiFvta,0.0176,0.224,0.981,0.0326,0.983,-5.507,0.098,159.136,0.697
1OyurpJ7NEwKlBxHYEvs4u,0.00851,0.306,0.516,0.875,0.325,-11.418,0.0635,187.292,0.274
6pZflWnn6Mikwm7L2DosQX,0.0206,0.329,0.798,0.933,0.694,-4.926,0.0431,97.839,0.311
3QO9zwOwAkixIPEiN8s0XH,0.25,0.434,0.963,0.106,0.987,-6.558,0.186,132.382,0.399
1VbbJynn2GgNGD4YBW54Qh,0.165,0.441,0.834,0.00232,0.544,-5.265,0.0613,142.492,0.596
3FndaFZngYc1whJdHRkevk,0.222,0.658,0.822,0.798,0.359,-8.931,0.1,126.799,0.585
2o594C6KxSQZ2QV9AD1BOd,0.283,0.456,0.994,0.0476,0.912,-2.688,0.0543,157.696,0.452
0WnserBEnvqLnjt0JbyhCN,0.38,0.506,0.985,0.377,0.0744,-2.893,0.223,169.355,0.444
5WGko0XPqpVg9KVoH62wVW,0.202,0.444,0.964,0.00139,0.421,-4.739,0.106,117.074,0.492
5XqfGdfVyc4jk0ptSPZVkn,0.23,0.359,0.978,0.794,0.979,-4.103,0.147,143.921,0.253
51GGNalfxRRdno7Ou39AEj,0.0678,0.402,0.956,3.63e-05,0.969,-5.325,0.134,136.785,0.362
44N2LGPWDdfZ2dTzzO4rld,0.427,0.485,0.952,0.791,0.958,-5.495,0.0605,123.483,0.752
0zZ2zKZLYUuRSF9SSyCjkR,0.00322,0.341,0.706,9.89e-05,0.115,-10.117,0.0627,122.953,0.237
2YRvXaKjTqrzPocOsTUg1C,0.536,0.298,0.965,0.0253,0.951,-3.67,0.118,115.396,0.237
7xAaYf0Pt9IlcxfUfl719c,0.605,0.304,0.831,0.00664,0.89,-6.507,0.0992,174.336,0.473
3B65s0AYHRn4PeVuuhYnmr,0.191,0.492,0.969,0.185,0.904,-6.337,0.0617,129.238,0.784
25Mwb0TGFMVU73A1r6UoB7,0.339,0.449,0.954,0.0285,0.946,-5.158,0.11,100.042,0.374
4Az4kX7rQcBfOx9cRZHDXO,0.749,0.72,0.427,0.00095,0.39,-8.863,0.0545,73.459,0.802
6wCFnrRCdcrf8hGUJpif6Q,0.436,0.33,0.971,0.478,0.984,-4.435,0.129,125.392,0.263
59BVdvB8uVnTZFSLKG4i58,0.446,0.265,0.661,0.175,0.35,-8.938,0.0388,170.581,0.0393
4ZBswFafOYNV8hDThYQo6t,0.222,0.643,0.816,2.15e-06,0.0683,-9.03,0.128,143.905,0.585
2DwPAb4GWe0HOCfY5Q8dvv,0.243,0.412,0.923,0.0509,0.904,-6.532,0.0506,116.167,0.624
71oNVBmZjD6dPGw2el0mJQ,0.376,0.393,0.448,0.00101,0.13,-7.887,0.0291,145.465,0.145
1RJVKm42E1FDiEHDdRirUK,0.292,0.307,0.963,0.927,0.994,-6.042,0.217,120.546,0.528
738RID7Nw6ldnHex8fOGSa,0.00917,0.372,0.967,0.0142,0.973,-3.689,0.126,136.477,0.312
2mO9xJNnGxxhc0t00COWWF,0.013,0.638,0.875,0.00024,0.0542,-8.646,0.0369,129.09,0.911
1J5Tlfh3SmilMgLQS6RNF1,0.114,0.668,0.637,0.000418,0.0603,-8.337,0.037,120.292,0.833
3ydYsX8lJUltRCiL7AsXFY,0.242,0.409,0.597,0.0227,0.106,-9.651,0.0477,186.877,0.839
3RFJ43T0gDkeryjBNaLj23,0.163,0.179,0.794,0.016,0.366,-8.237,0.0428,200.624,0.455
45SYWHyh2htp7wSZ67hA2j,0.022,0.575,0.875,0.412,0.0657,-9.139,0.0513,126.328,0.884
0qV3okWhZyPsp40aaczoMM,0.299,0.548,0.968,0.872,0.877,-5.737,0.0581,105.267,0.64
2sOpm0AZURgyXGhgy5uQrK,0.351,0.402,0.969,0.977,0.947,-6.204,0.104,92.289,0.379
1XDh5It3t7GqdlxHL6Aoxa,0.387,0.358,0.843,0.193,0.988,-7.031,0.0851,77.872,0.576
3HylUWQsFpoYy8hUGPQeYa,0.219,0.36,0.952,0.673,0.736,-6.579,0.138,168.863,0.618
4x9vsTUtes30KVLO8Np4q2,0.555,0.496,0.752,0.000602,0.215,-8.612,0.0436,112.012,0.754
4xitsAjiloQxAyS6QdJI4K,0.0882,0.373,0.869,4.76e-05,0.936,-6.411,0.0678,155.344,0.665
